id,name,cityName,address,lat,lon,food,low,high,priceBasis,source,positionStatus,navigationUrl
VN012,Habakuk,河内,"Alley 4, Phan Huy Chu Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0203594,105.8575655,当代欧式料理,155,310,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/habakuk,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Habakuk%2C%20Alley%204%2C%20Phan%20Huy%20Chu%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN011,Hà Thành Mansion,河内,"14 Ngo Van So Street, Cua Nam Ward, Hanoi, Vietnam",21.021938,105.8489796,越南菜；传统家常菜,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/ha-thanh-mansion,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=H%C3%A0%20Th%C3%A0nh%20Mansion%2C%2014%20Ngo%20Van%20So%20Street%2C%20Cua%20Nam%20Ward%2C%20Hanoi%2C%20Vietnam
VN013,Luk Lak,河内,"4A Le Thanh Tong Street, Hoan Kiem Ward, Hanoi, Vietnam",21.022512,105.857567,越南菜,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/luk-lak,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Luk%20Lak%2C%204A%20Le%20Thanh%20Tong%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN014,Mammom,河内,"23 Phan Dinh Phung Street, Ba Dinh Ward, Hanoi, Vietnam",21.0399726,105.8449141,越南家常菜；蛤蜊番茄菠萝汤,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/mammom,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Mammom%2C%2023%20Phan%20Dinh%20Phung%20Street%2C%20Ba%20Dinh%20Ward%2C%20Hanoi%2C%20Vietnam
VN015,Miến Lươn Chân Cầm (Hoàn Kiếm),河内,"1 Chan Cam Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0305622,105.8487874,鳝鱼粉丝,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/mien-luon-chan-cam-hoan-kiem,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Mi%E1%BA%BFn%20L%C6%B0%C6%A1n%20Ch%C3%A2n%20C%E1%BA%A7m%20%28Ho%C3%A0n%20Ki%E1%BA%BFm%29%2C%201%20Chan%20Cam%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN016,Miến Lươn Đông Thịnh,河内,"87 Hang Dieu Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0320059,105.8468122,鳝鱼粉丝；汤粉或拌粉,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/mien-luon-%C4%91ong-thinh,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Mi%E1%BA%BFn%20L%C6%B0%C6%A1n%20%C4%90%C3%B4ng%20Th%E1%BB%8Bnh%2C%2087%20Hang%20Dieu%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN017,Mr Bảy Miền Tây,河内,"79 Hang Dieu Street, Hoan Kiem Ward, Hanoi, Vietnam",21.032104,105.846885,越南西南部菜,39,77,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/mr-bay-mien-tay,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Mr%20B%E1%BA%A3y%20Mi%E1%BB%81n%20T%C3%A2y%2C%2079%20Hang%20Dieu%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN018,Phở 10 Lý Quốc Sư (Hoàn Kiếm),河内,"10 Ly Quoc Su Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0305286,105.8488224,牛肉河粉,18,34,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/pho-10-ly-quoc-su,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Ph%E1%BB%9F%2010%20L%C3%BD%20Qu%E1%BB%91c%20S%C6%B0%20%28Ho%C3%A0n%20Ki%E1%BA%BFm%29%2C%2010%20Ly%20Quoc%20Su%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN021,Phở Gia Truyền (Hoàn Kiếm),河内,"49 Bat Dan Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0336032,105.8461911,牛肉河粉,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/pho-gia-truyen,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Ph%E1%BB%9F%20Gia%20Truy%E1%BB%81n%20%28Ho%C3%A0n%20Ki%E1%BA%BFm%29%2C%2049%20Bat%20Dan%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN020,Phở Gà Nguyệt,河内,"5B Phu Doan Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0302867,105.8476474,鸡肉河粉,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/pho-ga-nguyet,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Ph%E1%BB%9F%20G%C3%A0%20Nguy%E1%BB%87t%2C%205B%20Phu%20Doan%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN022,Phở Hà Hàng Hòm,河内,"15P Hang Hom Street, Hoan Kiem Ward, Hanoi, Vietnam",21.03174,105.84893,鸡肉河粉、鸡肉糯米饭,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/pho-ha-hang-hom,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Ph%E1%BB%9F%20H%C3%A0%20H%C3%A0ng%20H%C3%B2m%2C%2015P%20Hang%20Hom%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN023,Phở Khôi Hói,河内,"50 Hang Vai Street, Hoan Kiem Ward, Hanoi, Vietnam",21.035698,105.8459795,河粉,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/pho-khoi-hoi,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Ph%E1%BB%9F%20Kh%C3%B4i%20H%C3%B3i%2C%2050%20Hang%20Vai%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN024,The East,河内,"5B Tong Duy Tan Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0295152,105.8439139,越南菜,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/the-east,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=The%20East%2C%205B%20Tong%20Duy%20Tan%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN025,Tuyết Bún Chả 34,河内,"34 Hang Than Street, Ba Dinh Ward, Hanoi, Vietnam",21.0416366,105.8472363,烤猪肉米线,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/tuyet-bun-cha-34,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Tuy%E1%BA%BFt%20B%C3%BAn%20Ch%E1%BA%A3%2034%2C%2034%20Hang%20Than%20Street%2C%20Ba%20Dinh%20Ward%2C%20Hanoi%2C%20Vietnam
VN027,Xới Cơm,河内,"107, Lane 36, Lang Ha Street, Lang Ward, Hanoi, Vietnam",21.0143203,105.813091,越南家常菜、米饭,39,77,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/xoi-com,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=X%E1%BB%9Bi%20C%C6%A1m%2C%20107%2C%20Lane%2036%2C%20Lang%20Ha%20Street%2C%20Lang%20Ward%2C%20Hanoi%2C%20Vietnam
VN026,Ưu Đàm,河内,"55 Nguyen Du Street, Cua Nam Ward, Hanoi, Vietnam",21.018924,105.8481131,越式素食,39,77,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/uu-%C4%91am,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=%C6%AFu%20%C4%90%C3%A0m%2C%2055%20Nguyen%20Du%20Street%2C%20Cua%20Nam%20Ward%2C%20Hanoi%2C%20Vietnam
VN028,A Bản Mountain Dew,河内,"76 Tran Phu Street, Ba Dinh Ward, Hanoi, Vietnam",21.03254,105.8321,越南山区风味菜,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/a-ban-mountain-dew,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=A%20B%E1%BA%A3n%20Mountain%20Dew%2C%2076%20Tran%20Phu%20Street%2C%20Ba%20Dinh%20Ward%2C%20Hanoi%2C%20Vietnam
VN029,Azabu,河内,"2F, Hotel du Parc, 84 Tran Nhan Tong Street, Hai Ba Trung Ward, Hanoi, Vietnam",21.0177948,105.8423073,日料,155,310,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/azabu-1202170,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Azabu%2C%202F%2C%20Hotel%20du%20Parc%2C%2084%20Tran%20Nhan%20Tong%20Street%2C%20Hai%20Ba%20Trung%20Ward%2C%20Hanoi%2C%20Vietnam
VN030,Backstage,河内,"GF, Capella Hanoi, 11 Le Phung Hieu Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0258498,105.8565574,越南当代料理,258,568,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/backstage,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Backstage%2C%20GF%2C%20Capella%20Hanoi%2C%2011%20Le%20Phung%20Hieu%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN031,Bánh Cuốn Bà Hoành,河内,"66 To Hien Thanh Street, Bui Thi Xuan Ward, Hanoi, Vietnam",21.0135667,105.8496851,越式蒸米皮卷,13,26,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/banh-cuon-ba-hoanh,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=B%C3%A1nh%20Cu%E1%BB%91n%20B%C3%A0%20Ho%C3%A0nh%2C%2066%20To%20Hien%20Thanh%20Street%2C%20Bui%20Thi%20Xuan%20Ward%2C%20Hanoi%2C%20Vietnam
VN032,Bánh Cuốn Bà Xuân,河内,"16 Hoe Nhai Street, Ba Dinh Ward, Hanoi, Vietnam",21.0423129,105.8476837,越式蒸米皮卷,13,26,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/banh-cuon-ba-xuan,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=B%C3%A1nh%20Cu%E1%BB%91n%20B%C3%A0%20Xu%C3%A2n%2C%2016%20Hoe%20Nhai%20Street%2C%20Ba%20Dinh%20Ward%2C%20Hanoi%2C%20Vietnam
VN035,Bún Chả Hương Liên,河内,"24 Le Van Huu Street, Hai Ba Trung Ward, Hanoi, Vietnam",21.0180886,105.8538623,烤猪肉米线、炸春卷,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/bun-cha-huong-lien,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=B%C3%BAn%20Ch%E1%BA%A3%20H%C6%B0%C6%A1ng%20Li%C3%AAn%2C%2024%20Le%20Van%20Huu%20Street%2C%20Hai%20Ba%20Trung%20Ward%2C%20Hanoi%2C%20Vietnam
VN034,Bún Chả Đắc Kim (Hang Manh Street),河内,"1 Hang Manh Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0323506,105.848169,烤猪肉米线,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/bun-cha-%C4%91ac-kim,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=B%C3%BAn%20Ch%E1%BA%A3%20%C4%90%E1%BA%AFc%20Kim%20%28Hang%20Manh%20Street%29%2C%201%20Hang%20Manh%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN033,Bếp Prime,河内,"12 Hang Dieu Street, Hoan Kiem Ward, Hanoi, Vietnam",21.03345,105.84689,越南菜,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/bep-prime,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=B%E1%BA%BFp%20Prime%2C%2012%20Hang%20Dieu%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN036,Cau Go,河内,"6-7F, 9 Dinh Tien Hoang Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0321366,105.8519429,越南菜,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/cau-go,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Cau%20Go%2C%206-7F%2C%209%20Dinh%20Tien%20Hoang%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN038,Chapter,河内,"12C Chan Cam Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0303781,105.8482559,越南当代品鉴套餐,646,1162,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/chapter-1202272,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Chapter%2C%2012C%20Chan%20Cam%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN037,Chả Cá Anh Vũ (Ô Chợ Dừa),河内,"120-K1 Giang Vo Street, O Cho Dua Ward, Hanoi, Vietnam",21.0269484,105.8241614,姜黄莳萝煎鱼；搭配米线,39,65,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/cha-ca-anh-vu-dong-da,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Ch%E1%BA%A3%20C%C3%A1%20Anh%20V%C5%A9%20%28%C3%94%20Ch%E1%BB%A3%20D%E1%BB%ABa%29%2C%20120-K1%20Giang%20Vo%20Street%2C%20O%20Cho%20Dua%20Ward%2C%20Hanoi%2C%20Vietnam
VN039,Cồ Đàm,河内,"68 Tran Hung Dao Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0224737,105.8477632,素食,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/co-%C4%91am,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=C%E1%BB%93%20%C4%90%C3%A0m%2C%2068%20Tran%20Hung%20Dao%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN040,Duong's (Ngo Huyen Street),河内,"27 Ngo Huyen Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0295015,105.8486102,越南菜,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/duong-s,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Duong%27s%20%28Ngo%20Huyen%20Street%29%2C%2027%20Ngo%20Huyen%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN041,French Grill,河内,"LF, JW Marriott Hanoi, 8 Do Duc Duc Road, Tu Liem Ward, Hanoi, Vietnam",21.00714,105.78236,法式当代料理,646,1162,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/french-grill,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=French%20Grill%2C%20LF%2C%20JW%20Marriott%20Hanoi%2C%208%20Do%20Duc%20Duc%20Road%2C%20Tu%20Liem%20Ward%2C%20Hanoi%2C%20Vietnam
VN042,Hanoi Garden,河内,"36 Hang Manh Street, Hoan Kiem Ward, Hanoi, Vietnam",21.031516,105.848364,越南菜,77,168,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/hanoi-garden,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Hanoi%20Garden%2C%2036%20Hang%20Manh%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN043,Hemispheres Steak & Seafood Grill,河内,"2F, Sheraton Hotel, K5 Nghi Tam, 11 Xuan Dieu Road, Tay Ho Ward, Hanoi, Vietnam",21.05979,105.8314,牛排、海鲜,258,568,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/hemispheres-steak-and-seafood-grill,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Hemispheres%20Steak%20%26%20Seafood%20Grill%2C%202F%2C%20Sheraton%20Hotel%2C%20K5%20Nghi%20Tam%2C%2011%20Xuan%20Dieu%20Road%2C%20Tay%20Ho%20Ward%2C%20Hanoi%2C%20Vietnam
VN045,Highway4 (Hang Tre Street),河内,"5 Hang Tre Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0336338,105.8550549,越南菜,39,77,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/highway4-hang-tre-street,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Highway4%20%28Hang%20Tre%20Street%29%2C%205%20Hang%20Tre%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN044,Hiệu Lực Canh Cá Rô Hưng Yên (Hoàn Kiếm),河内,"39 Hai Ba Trung Street, Hoan Kiem Ward, Hanoi, Vietnam",21.025273,105.8492572,鱼肉汤粉,15,31,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/hieu-luc-canh-ca-ro-hung-yen-hai-ba-trung,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Hi%E1%BB%87u%20L%E1%BB%B1c%20Canh%20C%C3%A1%20R%C3%B4%20H%C6%B0ng%20Y%C3%AAn%20%28Ho%C3%A0n%20Ki%E1%BA%BFm%29%2C%2039%20Hai%20Ba%20Trung%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN046,Izakaya by Koki,河内,"B2F, Capella Hanoi, 11 Le Phung Hieu Street, Hoan Kiem Ward, Hanoi, Vietnam",21.0259082,105.8550521,日料,258,568,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/izakaya-by-koki,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Izakaya%20by%20Koki%2C%20B2F%2C%20Capella%20Hanoi%2C%2011%20Le%20Phung%20Hieu%20Street%2C%20Hoan%20Kiem%20Ward%2C%20Hanoi%2C%20Vietnam
VN047,La Badiane,河内,"10 Nam Ngu Street, Cua Nam Ward, Hanoi, Vietnam",21.0266026,105.843184,融合料理,155,310,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/la-badiane-1202147,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=La%20Badiane%2C%2010%20Nam%20Ngu%20Street%2C%20Cua%20Nam%20Ward%2C%20Hanoi%2C%20Vietnam
VN048,Labri,河内,"2F, 113 Bui Thi Xuan Street, Hai Ba Trung Ward, Hanoi, Vietnam",21.0148368,105.8499876,当代欧式料理,258,568,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/labri,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Labri%2C%202F%2C%20113%20Bui%20Thi%20Xuan%20Street%2C%20Hai%20Ba%20Trung%20Ward%2C%20Hanoi%2C%20Vietnam
VN049,Lamai Garden,河内,"36B De Quai Street, Tay Ho Ward, Hanoi, Vietnam",21.0673779,105.8357635,越南当代料理；绿星,258,568,预算估算（非菜单报价）,https://guide.michelin.com/en/ha-noi/ha-noi_2974158/restaurant/lamai-garden,公开餐厅坐标，非实地测量；入店前核对门牌,https://www.google.com/maps/dir/?api=1&destination=Lamai%20Garden%2C%2036B%20De%20Quai%20Street%2C%20Tay%20Ho%20Ward%2C%20Hanoi%2C%20Vietnam
